popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
55,0.746,0.705,159507.0,0.405,0.0118,2,0.0829,-15.494,0,0.0498,26227,0.862
46,0.189,0.507,,0.658,0.668,2,0.115,-9.909,1,0.0373,9093,0.255
10,0.765,0.567,125227.0,0.707,0.0,4,0.927,-13.823,0,0.934,16902,0.162
14,0.937,0.26,151507.0,0.218,0.0278,8,0.268,-18.222,0,0.0703,13305,0.223
49,0.137,0.737,,0.653,0.421,3,0.0828,-10.492,0,0.0335,5515,0.73
45,0.755,0.383,341062.0,0.341,0.423,1,0.112,-13.984,1,0.0363,18369,0.16
46,0.00243,0.488,173733.0,0.954,0.0,8,0.235,-3.784,0,0.123,26227,0.568
36,0.0108,0.243,249000.0,0.748,0.00651,0,0.12,-5.343,0,0.0351,18064,0.446
31,0.844,0.587,160000.0,0.94,0.0,3,0.939,-3.755,0,0.862,19469,0.585
17,0.824,0.592,170533.0,0.682,0.0,4,0.727,-13.654,0,0.882,22439,0.551
74,0.79,0.559,320720.0,0.578,0.000522,11,0.324,-9.54,0,0.151,19553,0.239
24,0.974,0.331,318507.0,0.237,0.00534,0,0.22,-16.841,0,0.0793,13944,0.296
56,0.00135,0.518,406935.0,0.842,0.0115,5,0.132,-7.361,0,0.0533,11053,0.249
15,0.971,0.361,506453.0,0.0669,0.00369,0,0.111,-22.137,0,0.0595,26227,0.0389
16,0.979,0.342,170333.0,0.185,0.00013,11,0.056,-15.156,0,0.0845,26227,0.138
37,0.589,0.397,,0.432,1.93e-06,3,0.109,-10.933,0,0.0282,26227,0.221
61,0.989,0.427,241200.0,0.0445,0.902,11,0.112,-18.994,0,0.0381,4612,0.153
8,0.991,0.196,144227.0,0.0923,0.00233,0,0.127,-15.274,0,0.0391,13803,0.0772
41,0.329,0.365,208039.0,0.731,1.15e-05,3,0.317,-8.632,0,0.0687,24232,0.927
39,0.726,0.497,315728.0,0.593,3.23e-05,3,0.0699,-9.722,0,0.0491,3009,0.307
18,0.775,0.534,215701.0,0.872,0.0,9,0.963,-9.996,1,0.9,26227,0.302
65,0.0127,0.67,276173.0,0.876,0.00302,8,0.109,-4.905,1,0.0536,7076,0.736
33,0.0316,0.506,,0.802,7.93e-05,4,0.381,-8.177,0,0.0524,4564,0.814
10,0.865,0.148,186373.0,0.195,0.0263,9,0.157,-14.994,1,0.0442,14334,0.0562
19,0.887,0.455,125454.0,0.897,0.0,5,0.714,-12.228,0,0.586,16102,0.163
62,0.0281,0.638,223053.0,0.831,3.06e-06,8,0.277,-3.944,0,0.182,14822,0.685
39,0.0896,0.257,,0.901,0.0137,0,0.227,-9.074,0,0.0832,24146,0.252
35,0.745,0.482,598387.0,0.496,0.000454,11,0.229,-7.903,0,0.047,9688,0.555
58,0.757,0.603,201659.0,0.688,0.23,3,0.0718,-5.13,1,0.0327,5200,0.504
48,0.187,0.708,,0.498,0.0115,3,0.0724,-10.337,0,0.0529,8668,0.919
66,0.56,0.581,,0.44,0.0,9,0.0931,-9.565,1,0.0323,18020,0.265
59,0.184,0.66,207667.0,0.592,1.86e-05,0,0.102,-5.215,1,0.027,21772,0.256
47,0.339,0.528,212400.0,0.709,0.00732,0,0.294,-7.645,0,0.0301,26227,0.684
52,0.0115,0.513,193548.0,0.783,0.0051,11,0.649,-6.733,0,0.126,5994,0.387
64,0.00349,0.447,,0.966,0.000198,10,0.312,-2.966,0,0.089,26227,0.533
51,3.74e-05,0.559,,0.967,0.276,1,0.328,-3.157,1,0.0777,8877,0.806
57,0.272,0.808,213653.0,0.355,1.02e-05,2,0.0832,-7.506,1,0.0857,24761,0.328
66,0.0254,0.731,,0.817,0.0,0,0.147,-3.906,1,0.121,7337,0.657
35,0.92,0.0753,241347.0,0.0315,0.865,11,0.104,-30.13,0,0.0404,19576,0.0355
9,0.959,0.136,342040.0,0.0257,0.164,5,0.105,-28.183,0,0.0394,22104,0.0355
47,0.000188,0.691,222413.0,0.859,0.0,0,0.292,-5.774,1,0.085,12576,0.931
19,0.803,0.566,131308.0,0.71,0.0,10,0.922,-10.67,0,0.94,18500,0.521
62,0.0138,0.656,171287.0,0.457,0.0,0,0.104,-7.328,0,0.374,15241,0.111
67,0.306,0.691,190933.0,0.636,5.34e-05,3,0.321,-7.801,0,0.0275,757,0.783
44,0.539,0.632,226880.0,0.546,8.45e-05,1,0.617,-8.57,0,0.0333,17514,0.4
21,0.101,0.678,183270.0,0.842,0.0255,2,0.205,-9.381,0,0.0296,26227,0.707
42,0.165,0.448,192720.0,0.869,6.25e-05,7,0.32,-4.616,0,0.177,15470,0.232
20,0.959,0.29,153276.0,0.0781,0.387,7,0.14,-15.967,1,0.0378,26227,0.0816
36,0.793,0.0994,973800.0,0.121,0.827,10,0.335,-17.763,0,0.0433,26227,0.0378
53,0.0278,0.73,177493.0,0.581,0.0,4,0.107,-5.982,0,0.105,13400,0.481
36,0.15,0.477,347400.0,0.834,0.000385,1,0.955,-8.253,1,0.207,26227,0.765
57,0.0595,0.724,350267.0,0.692,0.0108,4,0.0316,-5.109,0,0.0333,1104,0.732
6,0.949,0.358,,0.107,0.00583,1,0.0998,-17.285,0,0.0373,21136,0.234
74,0.0267,0.592,,0.891,0.0,1,0.352,-3.144,0,0.0512,26211,0.674
34,0.00684,0.47,192933.0,0.676,3.94e-05,10,0.115,-4.377,0,0.0867,9219,0.487
23,0.782,0.275,576200.0,0.315,0.00188,0,0.316,-17.346,1,0.057,5899,0.0359
37,0.874,0.199,198680.0,0.0852,0.0219,9,0.208,-26.533,1,0.0385,15522,0.35
66,0.255,0.676,184929.0,0.585,1.4e-06,6,0.118,-7.161,0,0.101,10241,0.253
53,0.0656,0.383,235560.0,0.796,0.0,3,0.334,-4.772,1,0.23,179,0.377
36,0.00937,0.529,345783.0,0.938,0.0203,11,0.0488,-4.625,1,0.155,4673,0.193
79,0.0118,0.513,,0.768,1.94e-05,7,0.294,-4.868,1,0.0587,21176,0.235
13,0.985,0.311,203333.0,0.0663,6.46e-05,4,0.208,-20.99,0,0.0715,14608,0.077
23,0.823,0.521,117587.0,0.726,0.0,11,0.708,-12.507,0,0.938,26227,0.541
61,0.285,0.522,180551.0,0.527,2.18e-06,3,0.184,-7.358,0,0.0631,8015,0.426
60,0.178,0.461,279197.0,0.572,0.000182,7,0.102,-7.241,0,0.0278,8865,0.109
48,0.00014,0.33,202687.0,0.837,0.463,10,0.528,-4.531,1,0.0496,19209,0.492
49,0.269,0.587,244160.0,0.489,9.92e-05,5,0.0954,-12.269,0,0.0363,4397,0.409
53,0.171,0.568,249827.0,0.698,0.000747,3,0.325,-10.029,0,0.113,26227,0.669
18,0.866,0.468,110507.0,0.591,8.2e-05,4,0.699,-17.924,0,0.765,4050,0.0284
33,0.000145,0.183,232148.0,0.993,5.03e-06,7,0.544,-3.82,0,0.21,12407,0.0394
45,0.613,0.698,230200.0,0.878,1.61e-05,11,0.518,-0.307,0,0.314,15398,0.821
54,0.593,0.352,,0.676,7.79e-05,11,0.471,-5.879,0,0.212,19297,0.352
55,0.0592,0.796,195706.0,0.5,0.0,6,0.068,-6.701,0,0.103,7913,0.736
54,0.144,0.549,342067.0,0.294,0.798,3,0.108,-13.181,1,0.0337,4036,0.146
62,0.0292,0.67,185595.0,0.966,0.0,6,0.185,-1.994,1,0.177,3446,0.77
67,0.174,0.772,126043.0,0.605,0.0,3,0.329,-4.223,1,0.0579,7442,0.425
9,0.991,0.348,,0.103,0.00141,10,0.0848,-20.083,0,0.0534,23921,0.177
26,0.0518,0.229,395200.0,0.763,0.0527,5,0.41,-11.963,0,0.0453,14139,0.769
54,0.242,0.517,243973.0,0.774,2.56e-05,1,0.225,-6.925,1,0.323,18858,0.817
63,0.127,0.664,201004.0,0.698,0.0,1,0.118,-5.084,0,0.067,9149,0.573
30,0.975,0.137,415400.0,0.0553,0.827,6,0.0955,-18.61,0,0.04,26227,0.0351
63,0.032,0.822,,0.813,0.0,10,0.107,-6.736,0,0.291,24772,0.357
67,0.682,0.671,197653.0,0.428,0.0002,7,0.121,-7.054,1,0.124,26227,0.36
52,0.649,0.792,60000.0,0.605,0.0,4,0.0994,-9.781,0,0.641,22927,0.352
49,0.000844,0.29,168750.0,0.629,0.000728,4,0.107,-7.052,0,0.0637,15226,0.289
16,0.736,0.656,236787.0,0.927,0.0,4,0.799,-6.629,0,0.926,8260,0.255
28,0.764,0.383,,0.441,0.574,0,0.398,-15.756,0,0.0378,12471,0.0643
28,0.746,0.419,,0.401,0.0617,3,0.26,-9.311,1,0.0363,26227,0.417
7,0.989,0.177,,0.25,0.00535,6,0.119,-12.408,0,0.0392,16501,0.295
70,0.0886,0.723,252893.0,0.471,0.000881,1,0.112,-9.506,0,0.122,5726,0.135
83,0.0498,0.617,247160.0,0.635,1.44e-05,2,0.164,-6.769,1,0.0317,828,0.446
66,0.995,0.392,276000.0,0.126,0.921,8,0.118,-20.567,1,0.0506,2750,0.0829
13,0.833,0.535,62267.0,0.404,0.0,0,0.738,-17.011,1,0.954,20668,0.645
5,0.984,0.276,344693.0,0.175,0.000334,11,0.138,-16.97,0,0.0526,22196,0.157
10,0.875,0.518,61533.0,0.841,0.0,4,0.963,-14.906,1,0.926,15928,0.426
47,0.587,0.414,299360.0,0.525,0.000172,5,0.227,-8.087,0,0.0365,8169,0.198
65,0.00562,0.323,351693.0,0.803,5.9e-05,3,0.073,-9.034,0,0.0408,11172,0.54
13,0.981,0.243,580587.0,0.0394,0.0251,0,0.0536,-23.899,0,0.0524,13933,0.0575
0,0.812,0.348,278000.0,0.165,5.97e-05,6,0.103,-19.487,0,0.0396,6892,0.465
32,0.745,0.599,217613.0,0.384,0.395,3,0.0864,-11.478,0,0.0293,26227,0.266
32,0.983,0.326,176133.0,0.152,0.947,8,0.126,-16.155,1,0.0342,20340,0.111
35,0.98,0.266,332293.0,0.181,0.837,2,0.135,-21.682,1,0.0418,9341,0.0753
76,0.17,0.656,179411.0,0.616,0.0,8,0.219,-4.668,0,0.0392,25907,0.269
25,0.942,0.197,119720.0,0.0883,0.00174,8,0.244,-23.851,0,0.0402,15001,0.156
45,0.975,0.554,211507.0,0.085,0.00973,8,0.1,-19.667,0,0.0336,19620,0.103
44,0.863,0.451,234333.0,0.3,4.29e-05,2,0.227,-8.913,1,0.0525,11119,0.194
7,0.977,0.36,71267.0,0.107,0.000146,9,0.318,-25.21,0,0.162,13530,0.149
30,0.44,0.606,136914.0,0.923,0.0,2,0.845,-10.747,0,0.806,3026,0.162
64,0.0228,0.693,,0.705,0.0,11,0.202,-5.747,0,0.0665,8372,0.45
68,0.0715,0.869,275867.0,0.712,0.0,0,0.272,-6.136,0,0.103,5210,0.435
5,0.976,0.231,447013.0,0.0452,0.0138,5,0.216,-18.811,0,0.0441,19001,0.0387
63,0.0481,0.618,178693.0,0.645,0.0,4,0.228,-5.264,1,0.0434,26227,0.221
67,0.179,0.568,258667.0,0.732,4.92e-06,2,0.401,-4.896,1,0.103,15546,0.626
41,0.544,0.683,227307.0,0.402,1.85e-06,3,0.116,-8.456,1,0.0309,26227,0.257
32,0.232,0.675,304453.0,0.674,0.708,4,0.362,-7.897,0,0.0341,23351,0.616
0,0.977,0.526,120880.0,0.106,0.763,6,0.117,-18.994,0,0.037,2524,0.688
67,0.000674,0.251,258000.0,0.954,0.000132,9,0.0975,-2.879,0,0.0691,15671,0.264
48,0.756,0.416,227494.0,0.226,0.696,7,0.109,-16.066,0,0.0288,14176,0.146
41,0.976,0.519,293267.0,0.0244,0.00107,8,0.11,-21.47,1,0.045,361,0.183
31,0.125,0.749,,0.792,0.9,1,0.0684,-8.037,1,0.0561,26227,0.663
62,0.319,0.698,358765.0,0.801,0.0,1,0.316,-5.746,1,0.0639,14138,0.905
17,0.889,0.415,64097.0,0.909,0.0,1,0.887,-5.487,1,0.46,26227,0.405
31,0.724,0.752,302000.0,0.495,0.0,3,0.362,-6.743,0,0.187,18921,0.647
31,0.925,0.425,123027.0,0.0928,0.127,10,0.133,-21.333,0,0.0431,6416,0.505
21,0.844,0.672,518693.0,0.494,0.0,2,0.673,-11.909,0,0.942,18995,0.563
61,0.0349,0.797,,0.896,0.0,8,0.635,-3.678,0,0.0512,5245,0.685
50,0.0555,0.555,190771.0,0.74,7.08e-06,2,0.306,-7.016,1,0.175,14532,0.761
47,0.74,0.783,,0.382,0.000192,1,0.461,-10.352,0,0.0274,6556,0.231
12,0.992,0.454,94933.0,0.178,0.889,7,0.146,-22.216,0,0.0351,4310,0.815
56,0.711,0.393,263099.0,0.639,0.0,3,0.845,-5.737,0,0.0619,25238,0.356
49,0.704,0.476,400227.0,0.318,0.0655,7,0.0865,-15.814,1,0.0285,3613,0.356
8,0.966,0.308,314693.0,0.111,0.937,0,0.0773,-18.72,0,0.0329,1364,0.0433
55,0.487,0.697,140222.0,0.61,0.0,7,0.102,-7.065,0,0.0298,2373,0.548
11,0.729,0.534,,0.35,0.0,3,0.767,-16.679,0,0.941,16920,0.654
59,0.0152,0.676,222652.0,0.815,4.41e-06,4,0.107,-3.427,0,0.278,13343,0.591
31,0.515,0.56,190747.0,0.792,0.00944,11,0.106,-4.388,1,0.0285,26227,0.343
35,0.991,0.154,415467.0,0.0325,0.533,11,0.0846,-26.712,0,0.0362,18070,0.0307
64,0.145,0.878,200438.0,0.723,0.0,1,0.708,-6.66,1,0.0598,4934,0.534
23,0.0074,0.79,183187.0,0.777,8.08e-06,10,0.109,-5.266,1,0.0293,8629,0.964
51,0.126,0.566,,0.654,0.0,9,0.143,-6.608,1,0.3,23568,0.583
53,0.137,0.809,158313.0,0.737,0.0,9,0.0523,-4.906,1,0.164,10330,0.698
61,0.0206,0.865,280309.0,0.568,0.0,3,0.186,-5.112,0,0.241,23374,0.881
70,0.00502,0.551,220573.0,0.836,2.1e-05,1,0.0425,-3.838,1,0.0524,15509,0.758
15,0.987,0.628,151440.0,0.46,0.0,11,0.758,-12.008,0,0.96,20008,0.51
39,0.138,0.79,114121.0,0.592,8.98e-06,4,0.155,-7.097,1,0.285,10881,0.566
22,0.103,0.519,256933.0,0.613,0.0,3,0.308,-5.427,0,0.0318,11138,0.448
55,0.0608,0.571,,0.815,0.0,9,0.163,-3.267,0,0.0321,5218,0.664
27,0.27,0.745,,0.658,3.23e-05,10,0.167,-8.437,0,0.0318,6688,0.69
55,0.0455,0.773,294915.0,0.848,0.268,10,0.0655,-7.214,1,0.0328,3595,0.651
35,0.723,0.355,330893.0,0.267,0.423,8,0.098,-10.258,0,0.031,7303,0.0703
49,0.203,0.561,219073.0,0.505,0.47,5,0.326,-13.184,0,0.0513,1403,0.652
64,0.111,0.569,301769.0,0.881,0.0,2,0.655,-5.875,1,0.366,11806,0.812
31,0.987,0.757,,0.307,5.92e-06,3,0.183,-12.458,1,0.307,4389,0.749
61,0.809,0.752,240347.0,0.345,5.24e-06,2,0.112,-8.992,0,0.0309,2544,0.178
32,0.927,0.201,974000.0,0.179,0.903,6,0.172,-16.667,0,0.0514,22507,0.0677
82,0.122,0.788,166476.0,0.841,0.0011,7,0.166,-4.006,1,0.143,15658,0.493
63,0.158,0.695,204231.0,0.558,0.00321,9,0.14,-10.001,1,0.0258,1055,0.257
36,0.000645,0.176,407827.0,0.938,0.269,4,0.476,-6.549,0,0.14,15672,0.138
65,0.372,0.775,211862.0,0.539,8.11e-06,8,0.225,-4.303,0,0.0881,11290,0.624
42,0.949,0.171,,0.103,0.812,7,0.147,-25.12,0,0.0472,3551,0.0698
7,0.94,0.422,143400.0,0.0533,5.56e-05,10,0.211,-28.835,0,0.0661,7415,0.299
46,0.129,0.676,492267.0,0.352,0.283,5,0.11,-10.239,1,0.0345,5598,0.492
13,0.928,0.509,67667.0,0.88,0.0,9,0.938,-9.588,1,0.911,10854,0.417
7,0.988,0.358,203213.0,0.16,0.0018,5,0.243,-16.259,0,0.142,26227,0.277
15,0.823,0.532,47414.0,0.248,0.000201,2,0.689,-19.134,0,0.89,15974,0.609
56,0.814,0.814,187253.0,0.435,1.62e-06,10,0.105,-8.422,0,0.0684,26227,0.416
41,0.0439,0.642,,0.767,0.00176,0,0.0874,-8.648,0,0.0327,26227,0.662
39,0.136,0.52,153987.0,0.82,0.00813,5,0.325,-6.023,1,0.145,5468,0.495
9,0.924,0.43,130173.0,0.133,1.08e-06,6,0.248,-21.914,0,0.111,8682,0.241
17,0.965,0.216,,0.157,0.9,0,0.0606,-20.369,1,0.0389,20729,0.0534
43,0.109,0.543,284120.0,0.77,0.000205,4,0.106,-6.26,0,0.0662,13466,0.448
27,0.955,0.584,384360.0,0.264,0.749,11,0.109,-16.1,0,0.0471,8834,0.618
64,0.139,0.459,275849.0,0.606,0.0,5,0.114,-6.851,0,0.35,20133,0.55
77,0.0441,0.809,226938.0,0.737,0.0,4,0.341,-5.186,0,0.108,26227,0.367
67,0.00538,0.797,169320.0,0.516,0.431,4,0.0728,-6.286,0,0.0831,2615,0.0477
53,0.986,0.168,215073.0,0.0129,0.919,5,0.0803,-32.166,0,0.0517,22387,0.0364
70,0.0372,0.719,237627.0,0.671,8.21e-06,11,0.12,-6.279,0,0.0336,7903,0.786
50,0.764,0.828,,0.394,0.0,0,0.109,-9.837,0,0.1,2055,0.476
33,0.994,0.194,,0.0471,0.916,9,0.0909,-27.402,0,0.0363,16543,0.065
11,0.828,0.597,47920.0,0.847,0.0,1,0.59,-8.17,1,0.858,22600,0.65
60,0.875,0.798,202640.0,0.234,0.000626,5,0.134,-10.699,0,0.0317,873,0.403
49,0.0712,0.823,298200.0,0.399,0.000258,10,0.0954,-10.108,0,0.234,24207,0.577
40,0.816,0.519,187467.0,0.249,0.114,4,0.0795,-14.539,0,0.0354,6655,0.284
34,0.0675,0.521,177467.0,0.933,2.35e-05,10,0.981,-7.29,1,0.171,11941,0.528
69,0.826,0.675,190393.0,0.368,0.0016,3,0.136,-14.072,1,0.0374,1600,0.176
50,0.182,0.901,221127.0,0.555,0.0,4,0.102,-5.848,0,0.304,6204,0.264
68,0.0193,0.811,268533.0,0.458,1.41e-06,8,0.0526,-9.688,1,0.0402,26227,0.797
39,0.0949,0.619,239027.0,0.847,2.98e-05,0,0.574,-5.482,0,0.0407,3840,0.396
42,0.00096,0.45,,0.884,1.28e-06,4,0.12,-4.413,0,0.103,4458,0.373
37,0.948,0.5,212213.0,0.0993,0.0,9,0.109,-12.346,0,0.0382,5447,0.394
48,0.165,0.552,185987.0,0.479,0.0,8,0.646,-8.122,1,0.236,13038,0.468
63,0.0263,0.901,161500.0,0.531,0.0,9,0.097,-4.118,1,0.0791,26227,0.687
31,0.989,0.115,382133.0,0.0373,0.702,5,0.0716,-17.994,1,0.0453,17254,0.285
66,0.0607,0.517,200490.0,0.742,1.53e-06,4,0.107,-5.941,0,0.216,20329,0.145
70,0.0534,0.66,293613.0,0.539,0.0,0,0.222,-5.947,1,0.324,2422,0.307
55,0.668,0.56,281011.0,0.5,0.833,5,0.117,-10.829,1,0.0272,10073,0.249
49,0.178,0.722,203387.0,0.632,0.000266,0,0.119,-8.171,0,0.0292,4237,0.528
24,0.636,0.674,181253.0,0.621,0.0,1,0.932,-11.548,0,0.945,26084,0.214
50,0.00483,0.508,242160.0,0.762,0.000122,10,0.0403,-5.642,0,0.0322,6455,0.881
21,0.975,0.294,,0.282,6.45e-06,11,0.704,-14.912,0,0.0678,22025,0.182
73,0.11,0.671,191600.0,0.314,0.0,8,0.0825,-8.091,1,0.244,2842,0.296
0,0.921,0.358,,0.0502,0.0,0,0.119,-25.171,1,0.0554,10104,0.0911
3,0.98,0.371,174027.0,0.138,8.8e-05,1,0.145,-19.536,0,0.0557,9268,0.281
41,0.00748,0.241,317978.0,0.725,0.00111,5,0.183,-8.189,1,0.0405,1149,0.0855
63,0.489,0.79,,0.812,2.56e-06,10,0.116,-3.885,0,0.246,26227,0.904
46,0.0329,0.474,216763.0,0.556,0.00364,1,0.165,-6.79,0,0.0857,19464,0.278
20,0.351,0.525,,0.752,0.769,10,0.111,-9.589,0,0.0261,250,0.968
15,0.542,0.269,131333.0,0.0363,0.000156,4,0.157,-20.383,0,0.0431,3247,0.333
76,0.042,0.944,203787.0,0.511,0.00107,8,0.0379,-10.96,1,0.161,26227,0.842
32,0.13,0.707,240627.0,0.727,2.77e-05,2,0.0674,-5.54,0,0.0304,26227,0.952
40,1.22e-05,0.387,,0.965,0.102,9,0.161,-3.776,0,0.0771,13137,0.259
27,0.923,0.597,135853.0,0.652,0.058,8,0.112,-5.815,0,0.0475,12474,0.28
13,0.838,0.499,106107.0,0.389,0.835,8,0.219,-15.861,1,0.0366,127,0.434
74,0.0224,0.827,152862.0,0.658,0.0,9,0.0417,-3.846,0,0.0517,3937,0.523
49,0.09,0.677,267920.0,0.798,2.91e-06,5,0.156,-5.01,0,0.0631,830,0.332
35,0.806,0.606,180733.0,0.96,0.0,5,0.299,-7.425,0,0.904,1613,0.101
41,0.972,0.322,167467.0,0.0238,4.96e-05,8,0.164,-29.723,1,0.0504,26227,0.0385
36,0.99,0.226,248520.0,0.04,0.855,4,0.105,-28.415,0,0.0411,18202,0.0447
46,0.00212,0.544,,0.92,7.85e-06,7,0.0562,-6.96,1,0.0369,7,0.683
41,0.994,0.436,143027.0,0.00345,0.958,7,0.0686,-39.971,1,0.0564,16192,0.102
49,0.738,0.686,,0.278,0.0,2,0.166,-13.655,0,0.0589,4750,0.549
58,0.325,0.79,218697.0,0.472,5.83e-06,4,0.276,-6.999,1,0.0656,3964,0.287
39,0.000524,0.488,121987.0,0.942,0.0314,3,0.406,-4.523,0,0.094,5391,0.697
29,0.931,0.26,328000.0,0.0887,0.877,10,0.0894,-22.126,0,0.0496,7038,0.544
40,0.527,0.635,358707.0,0.765,1.53e-06,3,0.136,-5.78,0,0.0339,8565,0.742
52,0.0719,0.727,207707.0,0.732,0.0,7,0.17,-7.422,1,0.154,3869,0.436
50,0.356,0.821,119072.0,0.421,0.0,0,0.102,-9.836,0,0.381,26227,0.843
57,0.0228,0.816,193920.0,0.578,0.0,0,0.114,-6.912,0,0.233,11808,0.265
14,0.927,0.3,,0.159,0.00498,2,0.126,-22.641,0,0.0526,177,0.038
46,0.0727,0.8,152991.0,0.614,0.0185,4,0.125,-2.844,1,0.0593,26227,0.832
60,0.762,0.39,184907.0,0.11,0.591,3,0.0823,-16.384,0,0.0331,2853,0.179
53,0.854,0.423,194120.0,0.178,0.0,11,0.108,-13.218,0,0.0498,25084,0.383
4,0.983,0.221,276733.0,0.103,5.31e-06,8,0.0898,-20.156,0,0.0463,16599,0.0775
62,0.000443,0.547,268587.0,0.963,0.0251,7,0.353,-2.337,1,0.0744,7934,0.441
58,0.0216,0.886,217893.0,0.474,0.0,4,0.088,-8.045,1,0.274,12105,0.825
67,0.194,0.672,,0.452,0.0,3,0.251,-7.947,0,0.0738,20363,0.514
38,0.96,0.298,117493.0,0.193,1.01e-05,1,0.144,-13.116,0,0.0284,26227,0.461
8,0.968,0.207,181787.0,0.292,0.0509,1,0.679,-20.153,0,0.0722,22014,0.141
43,0.681,0.168,259200.0,0.407,9.62e-06,3,0.331,-13.207,0,0.0314,13792,0.409
34,0.993,0.218,148800.0,0.0146,0.933,11,0.123,-32.802,1,0.0378,18896,0.0643
59,0.693,0.622,218640.0,0.393,0.0,3,0.124,-6.269,0,0.0281,5303,0.548
25,0.729,0.599,438937.0,0.434,0.0,1,0.672,-21.838,1,0.936,21035,0.453
45,0.815,0.469,173987.0,0.211,0.00166,10,0.102,-17.185,0,0.0283,26021,0.301
3,0.975,0.241,284200.0,0.168,9.87e-05,4,0.171,-13.468,0,0.0546,26227,0.0524
49,0.00338,0.443,348893.0,0.819,0.016,2,0.696,-6.61,0,0.0615,4218,0.0983
59,0.0631,0.684,286720.0,0.687,1.29e-05,3,0.0601,-6.393,0,0.0228,23464,0.752
50,0.271,0.667,,0.587,5.01e-06,5,0.896,-10.45,0,0.0497,22769,0.691
53,0.0238,0.812,221067.0,0.626,0.000699,7,0.149,-5.025,1,0.149,25042,0.811
10,0.949,0.227,309053.0,0.177,0.891,1,0.158,-19.306,0,0.0377,7532,0.0622
68,0.000856,0.466,197507.0,0.877,0.0,5,0.23,-3.54,0,0.13,15083,0.765
61,0.00362,0.764,207133.0,0.816,0.0,0,0.136,-5.551,0,0.0338,5383,0.894
43,0.0528,0.281,63600.0,0.956,0.00502,5,0.323,-3.565,0,0.151,14768,0.837
63,0.0399,0.654,,0.61,0.0,11,0.101,-6.051,0,0.0285,4702,0.118
29,0.394,0.711,259680.0,0.643,0.773,1,0.0832,-7.187,1,0.0799,19900,0.577
15,0.682,0.364,263960.0,0.353,0.0126,4,0.0955,-11.914,1,0.0531,26227,0.19
43,0.418,0.551,,0.75,0.0,3,0.132,-3.143,0,0.0383,12110,0.383
30,0.43,0.552,159040.0,0.373,0.000218,5,0.127,-15.655,0,0.634,21324,0.564
66,0.026,0.383,246933.0,0.893,0.0,10,0.0251,-8.638,0,0.037,15867,0.803
59,0.0911,0.685,225720.0,0.72,8.75e-06,7,0.0943,-7.917,0,0.0316,26227,0.645
30,0.902,0.474,191960.0,0.882,0.0,0,0.938,-11.866,1,0.921,25117,0.343
61,0.0879,0.837,,0.557,0.0,11,0.111,-5.771,0,0.25,10908,0.301
58,0.642,0.536,,0.496,0.000802,11,0.119,-6.452,0,0.0429,19911,0.234
40,0.229,0.833,,0.769,2.68e-05,3,0.459,-6.137,0,0.0446,5137,0.661
41,0.00701,0.807,246907.0,0.747,0.0,1,0.107,-5.495,0,0.112,12655,0.784
46,0.178,0.644,234733.0,0.609,0.00212,4,0.137,-8.362,0,0.0352,18561,0.627
53,0.49,0.518,289577.0,0.436,0.491,2,0.228,-12.096,0,0.0313,25353,0.291
54,0.000193,0.503,,0.858,4.27e-05,9,0.378,-4.751,1,0.0479,10138,0.442
56,0.0708,0.705,210453.0,0.796,0.0,10,0.388,-6.845,0,0.267,26227,0.864
11,0.991,0.176,186120.0,0.227,0.641,2,0.0775,-13.55,1,0.0385,22271,0.057
49,0.113,0.666,123938.0,0.235,0.865,10,0.104,-14.167,1,0.0966,15316,0.689
29,0.0504,0.417,,0.556,0.0175,10,0.197,-11.311,0,0.0312,26227,0.481
44,0.818,0.402,225467.0,0.203,2.6e-05,3,0.165,-16.086,0,0.0302,26227,0.24
52,0.21,0.5,239067.0,0.189,3.08e-05,10,0.129,-17.563,0,0.0307,24138,0.587
48,0.0463,0.671,,0.933,0.0,4,0.123,-4.21,1,0.215,23824,0.455
47,0.561,0.657,175366.0,0.599,5.39e-06,8,0.131,-8.06,1,0.0516,8457,0.596
42,0.000148,0.54,264120.0,0.965,0.000884,9,0.342,-3.591,1,0.0677,53,0.34
75,0.0128,0.728,171467.0,0.727,0.0,5,0.0882,-3.585,0,0.206,26227,0.89
72,0.0615,0.653,198360.0,0.684,0.000387,10,0.27,-7.052,1,0.199,2660,0.355
43,0.899,0.651,283987.0,0.2,0.002,3,0.0726,-14.413,0,0.0359,5529,0.238
49,0.743,0.669,,0.253,0.32,2,0.0885,-11.082,1,0.0311,22617,0.49
10,0.864,0.558,181473.0,0.432,0.0,8,0.583,-20.963,1,0.955,22369,0.353
6,0.957,0.314,225280.0,0.221,0.855,10,0.361,-17.742,0,0.0399,2717,0.124
60,0.0359,0.281,,0.639,1.7e-05,2,0.951,-3.452,0,0.0381,26227,0.186
47,0.00027,0.618,243979.0,0.955,1.6e-05,11,0.289,-4.365,0,0.0457,5220,0.701
0,0.97,0.336,,0.214,0.922,5,0.101,-17.094,0,0.0324,26227,0.206
60,0.416,0.432,219547.0,0.637,0.0,2,0.113,-3.905,0,0.0475,5849,0.187
50,0.464,0.394,240653.0,0.557,0.0,0,0.112,-7.152,0,0.0324,14530,0.186
